X,Y,TypeOfAmenity,Name,Address,Phone,WebPage,OpeningHours
21.3871902,42.0039263,confectionery,Палма,Булевар Партизански Одреди,,,
21.411622,41.995732,confectionery,Канела,,,,
21.4155593,42.0038171,convenience,Koki,,,,
21.4425065,42.0077581,bakery,Солунска,,,,
21.4387505,41.9834992,bakery,Бурекџилница Круна,,,,
21.4453672,41.991182,bakery,Burek,,,,
21.4455764,41.9913694,bakery,Slatki burek,,,,
21.3597368,42.0065536,bakery,Охридска Банка-Ѓорче Петров,Булевар Ѓорче Петров,+389 02 2050260,http://www.ob.com.mk,Mo-Fr 08:30-16:30
21.3655868,42.0063093,convenience,Gigo,,,,
21.3659086,42.0077722,convenience,Kam Market,,,,
21.3644066,42.009279,seafood,Ribarnica,,,,
21.3703234,42.0047229,bakery,Building 31,Исаија Мажовски,,,
21.3688239,42.0078582,convenience,Asura Market,,,,
21.4172538,41.9995856,bakery,Специјал (Универзална Сала),,,,
21.4174292,42.0001055,bakery,Силбо Фурна,Мајаковски,,,24/7
21.4182312,41.9983382,bakery,Cake Boutique,,,,
21.4201393,41.9993939,bakery,Вршник,,,,Mo-Su
21.4229234,41.998251,bakery,Диман,,,,
21.4227365,41.9983386,bakery,Ла Делишес,Аминта Трети,,,
21.4025784,41.9930311,bakery,Спаткарница Канела Прима,Милан Марковиќ,,,
21.4033892,41.9952408,greengrocer,Струмички лубеници - Watermelons,Брадфордска,,,24/7
21.4095619,41.9958268,bakery,Златен Клас,,,,
21.4086921,41.996888,butcher,Скара на кило,,,,
21.3813769,42.0057641,pub,Pub,,,,
21.4440848,41.9754573,bar,Игротека Смајли,,,,
21.4106644,42.0053295,bar,Tesla Bar,,,,
21.4711307,41.9830723,bar,Coffeelix,Булевар Јане Сандански,,,Mo-Su 09:00-00:00
21.4762981,41.9815558,bar,Игротека Чекорче,,,,
21.3602983,42.0110921,bar,КАМИН КАМА,Лука Геров,,,Mo-Su 10:00-00:00
21.3688665,42.0078535,bar,Hazard Club,,cue,,
21.4320378,41.9957057,pub,Колектив,,,,
21.4340509,41.9955386,bar,Етно-бар,Кеј 13 Ноември,,,
21.4342829,41.9954679,pub,Даблинер,Кеј 13 Ноември,,,
21.4341686,41.9955027,pub,Ало ало,Кеј 13 Ноември,,,
21.4352156,41.9951834,pub,Карпе дием,Кеј 13 Ноември,,,
"21.4355937,41.9950681,pub,Ирски паб Св. Патрик,Кеј 13 Ноември,,,""10:00-24:00
"21.4343506,41.9954474,pub,Casa Cubana,Кеј 13 Ноември,,,""10:00-24:00
21.4343571,41.9973371,pub,Lounge Bar Divan,,,,
21.4349757,41.9974686,pub,Lounge Bar Divan,,,,
21.4358564,41.9993401,bar,Менада,,,,
21.4363148,41.9996587,bar,tavce gravce,,,,
21.4358296,41.9998288,bar,Rakija Bar,,,,
21.4367578,41.9999897,bar,beer cafe,,,,
21.4369808,42.0001669,bar,Клуб Капан Ан,,,,
21.4378235,42.001291,bar,Syri,,,,
21.4204573,41.9989335,pub,Браво,,,,
21.4211669,42.0004422,bar,# hash bar,,,,
21.4175412,42.0011509,pub,Кафе Кино Карпош,,,,
21.4216722,42.0021654,bar,Kaldrma,,,,
21.4217791,42.0022762,bar,Van Gogh,,,,
21.423451,42.0002331,bar,Radio bar,,,,
21.4235498,42.00231,bar,Speakeasy,,,,
21.4614608,42.002646,bar,Ле Петит,,,,Mo-Su 08:00-01:00
21.4542682,41.9901685,bar,Игротека Тиквичка,,,,
21.4661079,41.9937893,bar,Bar,,,,
"21.4138028,41.9947703,bar,нола Бар,Митрополит Теодосиј Гологанов,,,""Mo-Fr 09:00-24:00"
"21.4147832,41.9964357,pub,Дринкерс Парадајз,Христо Смирненски,,,""Mo-Su 00:00-01:00
21.4150033,41.997012,pub,Конак,,,,
21.4295835,41.9932203,bar,GastrotecaSiesta,,,https://www.facebook.com/GastrotecaSiesta/,10:00-0:00
21.4290413,41.9947622,bar,Centar Bar,,,,Mo-Su 09:00-23:00
21.426176,41.9955629,pub,Piazza Liberta,,,http://piazzaliberta.mk/,
21.4268984,41.9964359,bar,Mr. Jack,,,,
21.4302534,41.9957302,pub,London Pub,Никола Вапцаров,,,
21.4061819,42.0062605,bar,Minus Eden,,,,Tu-Sa 00:00-04:00
"21.4239699,41.9981195,pub,Паб Порта,Булевар Партизански Одреди,,,""Mo-Th 09:00-00:00
21.4268797,42.0007066,bar,Thirio,Булевар Илинден,,,
21.4264446,42.0068068,bar,Bar Reka,,,,
21.4273688,42.0062927,bar,Брик бар,ул.1732,,,Mon - Sun: 09:00 - 01:00
21.441738,41.99462,bar,samocod,,,,
21.446918,41.991008,bar,Club Colloseum,,,,
21.4533122,41.974857,supermarket,Супер Тинекс,,,,
21.4722684,41.9720378,supermarket,ЗУР Маркет,,,,
21.4835448,41.9772072,supermarket,Јовче,,,,
21.4851324,41.9781331,supermarket,Бина,,,,
21.4447803,41.9761657,supermarket,Гранап,,,,Mo-Su 08:00-22:00
21.411176,41.9903083,supermarket,Tinex,,,,
21.4154047,42.003633,supermarket,Рептил маркет,,,,07:00 - 21:30
"21.3914204,42.0017143,supermarket,Кам маркет Тафталиџе,Лондонска,,,""Mo-Sa 07:30-21:30"
21.3831193,42.0050579,supermarket,Фреш маркет Бојди,Булевар Партизански Одреди,,,
21.3832243,42.0050437,department_store,PAMS Shoe Store 2,,,http://www.pams.mk/,
21.3818169,42.0067318,supermarket,Tinex,,,,
21.3842555,42.0079128,supermarket,Гранап,,,https://www.facebook.com/GranapMarket/,
21.3922837,42.0048803,supermarket,Ramstore,Љубљанска,,http://ramstore.com.mk,08:00-22:00
21.393054,42.0065872,supermarket,Vero,Манапо,,,
21.4121462,42.0005257,supermarket,Рептил,,,,
21.4111987,42.0056203,supermarket,Granap Market,,,,
21.3340183,42.0078991,supermarket,Kipper,Борис Сарафов,,,
21.4757273,41.9984456,supermarket,Stokomak Magacin,,,,
21.4807491,41.9924494,department_store,Бранко Гапо,,,,
21.4808389,41.9936664,department_store,Боми 10,,,,
21.4816036,41.9930299,department_store,24 Вести,,,,
21.482026,41.993612,department_store,Интерфуд,,,,
21.4826856,41.992571,department_store,МКД,,,,
21.4838961,41.9916124,department_store,Боми 10 Сервис,,,,
21.483821,41.9973587,supermarket,Електрометал,Перо Наков,,http://www.elektroelement.com.mk,Mo-Sa 08:00-21:00
21.4559686,41.9879681,supermarket,Ramstore,,,,
21.4548174,41.9897519,supermarket,Тинекс,,,,
21.4623331,42.0026311,supermarket,КАМ Маркет,,,,
21.4610918,42.0110894,supermarket,Zito zelezara,,,,
21.3762625,42.0022775,supermarket,Tinex,,,,
21.4649937,41.9839638,supermarket,Пазарче,,,,
21.4674517,41.9854287,supermarket,Кам Маркет,Јане Сандански,,,
21.4675141,41.9866616,supermarket,Жито Маркет,,,,
21.4691912,41.9898103,supermarket,M Market,Булевар Асном,,,
21.4718709,41.980756,supermarket,ЗУР Маркет,,,,Mo-Su 10:00-22:00
21.4751092,41.9799627,department_store,Базаро,,,,
21.4752382,41.9801204,supermarket,Рептил Маркет,Булевар Видое Смилевски Бато,,,
21.4764231,41.9794894,supermarket,Рамстор,,,,
21.4688286,41.9845218,supermarket,Веро,,,,
21.4838698,41.9844445,supermarket,Рамстор,,,,
21.5033827,42.0046326,supermarket,Жито Маркет,,,,
21.4030546,42.0002255,supermarket,ВИНТ дооел,Варшавска,+389 2 2440 162,http://vint.com.mk,Mo-Fr 08:00-19:00
21.3989021,42.0034268,supermarket,КОСМО Тинекс,,,,
21.4001181,42.0068382,supermarket,Granap 1,,,,
21.4383256,41.9813069,supermarket,Рептил,,,,
21.4403011,41.9823773,supermarket,Веро,,,,
21.4439477,41.9817349,supermarket,KAM,,,,
21.4414652,41.9930392,supermarket,Веро 9,Koco Racin,+389 2 3088400,https://vero.com.mk/Marketi/Vero9,09:00-22:00
21.441556,41.993327,supermarket,DM,,,,
21.4416628,42.0248127,supermarket,Кам Маркет,,,,
21.4350123,42.0197651,supermarket,Prince,,,,
21.4371996,42.0236333,supermarket,Кипер Маркет,Боро Менков,,,
21.4371972,42.0239903,supermarket,Стоко Мак,Боро Менков,,,
21.4323628,41.9810056,supermarket,Кам Маркет,,,,
21.4306785,41.9867649,supermarket,Market Polo,,,,
21.4323528,41.9896032,supermarket,TINEX,,,,
21.4370214,41.9925332,supermarket,Tinex,,,,
21.4282631,41.9888431,supermarket,Кам Маркет,,,,
21.4266878,41.9919017,supermarket,Рамстор,,,,Mo-Su 08:00-22:00
21.428608,41.9935136,supermarket,Деликатесен Тинекс,,,https://www.facebook.com/DelicatessenTinex/,Mo-Su 08:00-22:00
"21.4276669,41.9964763,supermarket,Тинекс центар 2,,,,""Mo-Sa 08:00-23:00"
21.4159259,41.993198,supermarket,Gramofon Vinyl Macedonia Makedonija,Васил Ѓоргов,,,Mo-Sa 12:00-20:00
"21.4010157,41.9938597,supermarket,Кам маркет Козле,Козле,+389 2 3085233,http://www.kam.com.mk,""Mo-Sa 08:00-21:30 - Su 08:00-16:00""
21.4085105,41.9972875,supermarket,Рептил,Атинска,,,
21.4345769,41.9947502,supermarket,Веро 7,Кеј 13 Ноември,+389 2 3232640,https://vero.com.mk/Marketi/Vero7,08:00-22:00
21.4175012,42.0007316,supermarket,КАМ,,,,
21.4220152,41.9990831,supermarket,Tinex,,,,
21.4233757,41.9983625,supermarket,Kapael Tobacco,Булевар Партизански Одреди,02 6090240,http://www.facebook.com/tobaccokapael/?fref=ts,Mo-Su 08:00-01:00
21.3610348,42.0094581,department_store,PAMS Shoe Store 1,,,http://www.pams.mk,
"21.3634616,42.0070862,supermarket,Тинекс Ѓорче Петров,Булевар Ѓорче Петров,+389 2 2045680,http://tinex.com.mk,""Mo-Sa 08:00-22:00 - Su 08:00-20:00""
21.3649348,42.0068279,supermarket,SP Planet,,,,
21.3704929,42.0075655,supermarket,Reptil,,,,
21.356581,42.0197432,supermarket,Market Kiki,,,,
21.4199718,41.9929149,supermarket,Тинекс,,,,Mo-Su 08:00-22:00
"21.4207815,41.9948735,supermarket,Веро 5,,+389 2 3220244,https://vero.com.mk/Marketi/Vero5,""08:00-22:00""
21.4117962,42.0052574,computer,Digit Company,Орце Николов,,,
21.4726882,41.982543,electronics,WinixMk,Булевар Видое Смилевски Бато,+389 72 21 31 51,http://www.winixmk.mk,Mo-Fr 09:00-17:00
21.4728591,41.9822693,mobile_phone,T-Mobile,,,,
21.4427788,42.0047024,computer,СААФ КОМПЈУТЕРИ,Чаирска,0038976361700,,Mo-Su 09:00-18:00
21.4438025,42.0083341,mobile_phone,ледиком,Булевар Цветан Димов,0038970542542,https://www.ledikom.mk/,Mo-Su 08:00-23:30
21.437691,42.0065733,electronics,Trend light,Булевар Никола Карев,+38970444599,,Mo-Su 08:30-19:00
21.4153049,41.9931281,electronics,Pioneer Skopje 02/3110 186,,,,
21.4159132,41.9932165,electronics,ZEC Elektroniks Kapistec,Васил Ѓоргов,38923110186,http://www.zec.mk,Mo-Fr 09:00-20:00
21.4159528,41.9932063,hifi,Зец Електроникс,,,,
21.4499971,41.9834317,mobile_phone,Hi Store,,,,
21.4497643,41.9847142,computer,DDStore,Фрањо Клуз,,https://ddstore.mk/,Mo-Fr 09:00-17:00
21.4608057,41.9890975,computer,Канон Сенчо,,,,Mo-Fr 08:00-16:00
21.4655471,41.9850942,computer,Anhoch,,,,
21.392665,41.9993994,computer,Баг Компјутери,Прашка,023092674,http://www.bug.com.mk,Mo-Sa 09:00-17:30
21.391221,42.0046961,electronics,Ај Стаил,Љубљанска,+38972226637,https://www.istyle.mk/,Mo-Su 10:00-22:00
21.3921793,42.0044652,computer,Anhoch,,,,
21.3923224,42.0047189,electronics,Нептун Карпош,Љубљанска,+389 2 3080 098,https://www.neptun.mk,Mo-Su 10:00-22:00
21.4119819,41.9969509,computer,Сетек Компјутери,,,http://www.setec.mk,
21.4151095,42.0040957,electronics,Биротехника,Орце Николов,,,
21.4269193,41.9920798,computer,Anhoch,,,,
21.4338471,41.9945784,computer,Anhoch PC Market,,,,
21.4354978,41.9949008,hifi,ZEC Electronics GTC,,,,
21.4419882,41.9931131,computer,Anhoch,,,,
21.4204422,41.9988802,computer,Anhoch,,,,
21.4014995,41.9948911,mobile_phone,МОБИКЛИНИК ПЛУС,Миле Поп Јорданов,0038976677277,https://www.apple.com/,24/7
21.4018538,41.9948659,mobile_phone,МОБИКЛИНИК ПЛУС СЕРВИС ЗА МОБИЛНИ И КОМПЈУТЕРИ,Миле Поп Јорданов,0038976677277,https://www.apple.com/,24/7
21.4090578,41.9978634,electronics,Advance Media,,,,
21.4368430615105,42.0031493855507,arts_centre,Куршумли Ан,,,,
21.43727285,42.0011289,arts_centre,Национална галерија на Македонија „Чифте-амам“,,+389 2 3227986,http://nationalgallery.mk/,Tu-Su 10:00-18:00
21.4383822972026,42.002164309001,theatre,Детски театарски центар,Евлија Челебија,,,
21.4384845841765,42.0043859972125,arts_centre,Турски Театар,Никола Мартиновски,,,
"21.432951441908,42.0038866500438,arts_centre,Музеј на современата уметност,Самоилова,,http://www.msuskopje.org.mk/,""Tu-Sa 10:00-15:00"
21.4296847009531,42.0066156312398,nightclub,Сектор 909,,,,
21.4079851812152,42.0021872258582,theatre,Драмски Театар,Шекспирова,,,
21.4222714497301,42.0013749499955,nightclub,Џубокс,Орце Николов,,,22:00-04:00
21.4370885558572,41.9975709822269,theatre,Македонска опера и балет,,,http://www.mob.com.mk/,
21.4084204150575,41.9768381133125,fountain,Фонтана на „Пресв. Богоодца“,,,,
21.3835766683166,42.0134871497747,studio,Канал 5,,,,
21.4427746734541,41.9964223989444,arts_centre,Младински Културен Центар,,,,
21.4323669343082,41.9985825500337,theatre,Македонски народен театар,,,,
21.4358835045889,41.9975060354929,theatre,Македонска Филхармонија,,,http://www.filharmonija.mk,
21.43572365,41.9987239,arts_centre,Национална галерија „Даут-пашин Амам“,,+389 2 3133102,http://nationalgallery.mk/,Tu-Su 10:00-18:00
21.4307741114513,41.9930100512618,cinema,Кино Култура,,,,
21.4164774839606,41.999236433224,arts_centre,Универзална Сала,,,,
21.4321334469636,41.9934118855505,theatre,Дом на АРМ,,,,
21.4319618089888,41.9962327500368,fountain,Водоскоци,,,,
21.4252122245061,41.9943917498108,theatre,Театар Комедија,Булевар Климент Охридски,+389 2 3119990,http://www.teatarkomedija.mk,
21.42468785,41.99559115,nightclub,Мамас,,,,
21.4269614039684,41.9957360960582,arts_centre,Дом на Градежници,,,,
